kind,task,path,line,date
ACCEPT,T454a,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,56,2026-08-04
ACCEPT,T459,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,57,2026-08-04
RATIFIED,,docs/tasks/archive/2026-08-04-v1.7.9-closure-c5-quota-and-the-p0.md,62,2026-08-04
RATIFIED,T442c,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,15,2026-08-05
ACCEPT,T492,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,57,2026-08-05
FALSIFIED,T437b,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,59,2026-08-05
ACCEPT,T487,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,67,2026-08-05
ACCEPT,T483,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,72,2026-08-05
ACCEPT,T489,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,79,2026-08-05
ACCEPT,T491,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,89,2026-08-05
FALSIFIED,T490,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,97,2026-08-05
ACCEPT,T488,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,103,2026-08-05
PROVISIONAL,,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,131,2026-08-05
ACCEPT,T471,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,139,2026-08-05
ACCEPT,T484b,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,150,2026-08-05
ACCEPT,T494a,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,181,2026-08-05
ACCEPT,T494b,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,220,2026-08-05
ACCEPT,,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,253,2026-08-05
ACCEPT,T448,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,290,2026-08-05
ACCEPT,T448,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,294,2026-08-05
RATIFIED,,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,296,2026-08-05
ACCEPT,T427i,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,304,2026-08-05
ACCEPT,T443,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,317,2026-08-05
ACCEPT,T478,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,355,2026-08-05
RATIFIED,,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,371,2026-08-05
ACCEPT,T478,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,381,2026-08-05
ACCEPT,T478,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,383,2026-08-05
FALSIFIED,T478,docs/tasks/archive/2026-08-05-language-scope-and-the-suite-scope-close.md,413,2026-08-05
RATIFIED,T480,docs/tasks/archive/2026-08-05-v1.7.10-k2-live-and-the-prod-eyes-on.md,4,2026-08-05
PROMOTED,,docs/tasks/archive/2026-08-05-v1.7.10-k2-live-and-the-prod-eyes-on.md,126,2026-08-05
ACCEPT,,docs/tasks/archive/2026-08-07-t510fe-t506-designer-batch.md,4,2026-08-07
ACCEPT,T514,docs/tasks/archive/2026-08-07-t516-t512-t502-address-scope.md,6,2026-08-07
ACCEPT,T503,docs/tasks/archive/2026-08-08-t503-t521-t528a-t535-label-and-path-close.md,9,2026-08-08
CONFIRMED,,docs/tasks/archive/2026-08-08-t503-t521-t528a-t535-label-and-path-close.md,11,2026-08-08
FALSIFIED,,docs/tasks/archive/2026-08-08-t503-t521-t528a-t535-label-and-path-close.md,18,2026-08-08
CONFIRMED,,docs/tasks/archive/2026-08-08-t503-t521-t528a-t535-label-and-path-close.md,18,2026-08-08
CONFIRMED,,docs/tasks/archive/2026-08-08-t503-t521-t528a-t535-label-and-path-close.md,22,2026-08-08
FALSIFIED,T528,docs/tasks/archive/2026-08-08-t503-t521-t528a-t535-label-and-path-close.md,23,2026-08-08
ACCEPT,T521,docs/tasks/archive/2026-08-08-t503-t521-t528a-t535-label-and-path-close.md,53,2026-08-08
FALSIFIED,,docs/tasks/archive/2026-08-08-t503-t521-t528a-t535-label-and-path-close.md,57,2026-08-08
ACCEPT,T528,docs/tasks/archive/2026-08-08-t503-t521-t528a-t535-label-and-path-close.md,89,2026-08-08
FALSIFIED,T527,docs/tasks/archive/2026-08-08-t503-t521-t528a-t535-label-and-path-close.md,93,2026-08-08
ACCEPT,T535,docs/tasks/archive/2026-08-08-t503-t521-t528a-t535-label-and-path-close.md,113,2026-08-08
ACCEPT,,docs/tasks/archive/2026-08-08-t508-explicit-internal-declaration-supersedes.md,27,2026-08-08
ACCEPT,,docs/tasks/archive/2026-08-08-t518fe-t517-t504-deploy-inbox-close.md,3,2026-08-08
ACCEPT,T506,docs/tasks/archive/2026-08-08-t518fe-t517-t504-deploy-inbox-close.md,28,2026-08-08
FALSIFIED,,docs/tasks/archive/2026-08-08-t524-the-docs-were-teaching-superseded-rules.md,45,2026-08-08
FALSIFIED,,docs/tasks/archive/2026-08-08-t527-silver-truncation-measured-not-guessed.md,18,2026-08-08
FALSIFIED,T528,docs/tasks/archive/2026-08-08-t527-silver-truncation-measured-not-guessed.md,82,2026-08-08
ACCEPT,,docs/tasks/archive/2026-08-08-t531-baseline-failures-were-unrun-coverage.md,24,2026-08-08
RATIFIED,,docs/tasks/archive/2026-08-09-t519-generate-the-index-do-not-guard-it.md,20,2026-08-09
CONFIRMED,,docs/tasks/archive/2026-08-09-t530-past-due-read-as-forward-looking.md,16,2026-08-09
ACCEPT,,docs/tasks/archive/2026-08-09-t530-past-due-read-as-forward-looking.md,45,2026-08-09
CONFIRMED,,docs/tasks/archive/2026-08-09-t534-stale-agents-copy-fails-loudly.md,13,2026-08-09
ACCEPT,,docs/tasks/archive/2026-08-09-t534-stale-agents-copy-fails-loudly.md,47,2026-08-09
ACCEPT,T539,docs/tasks/archive/2026-08-09-t539-t540-t537-t511be-slice0-and-the-red-that-lies.md,11,2026-08-09
CONFIRMED,,docs/tasks/archive/2026-08-09-t539-t540-t537-t511be-slice0-and-the-red-that-lies.md,15,2026-08-09
PROMOTED,,docs/tasks/archive/2026-08-09-t539-t540-t537-t511be-slice0-and-the-red-that-lies.md,21,2026-08-09
PROMOTED,,docs/tasks/archive/2026-08-09-t539-t540-t537-t511be-slice0-and-the-red-that-lies.md,21,2026-08-09
ACCEPT,T540,docs/tasks/archive/2026-08-09-t539-t540-t537-t511be-slice0-and-the-red-that-lies.md,35,2026-08-09
FALSIFIED,,docs/tasks/archive/2026-08-09-t539-t540-t537-t511be-slice0-and-the-red-that-lies.md,39,2026-08-09
ACCEPT,T537,docs/tasks/archive/2026-08-09-t539-t540-t537-t511be-slice0-and-the-red-that-lies.md,70,2026-08-09
CONFIRMED,,docs/tasks/archive/2026-08-09-t539-t540-t537-t511be-slice0-and-the-red-that-lies.md,74,2026-08-09
ACCEPT,T511,docs/tasks/archive/2026-08-09-t539-t540-t537-t511be-slice0-and-the-red-that-lies.md,86,2026-08-09
CONFIRMED,T449,docs/tasks/archive/2026-08-09-t539-t540-t537-t511be-slice0-and-the-red-that-lies.md,90,2026-08-09
FALSIFIED,T200c,docs/tasks/archive/2026-08-10-round-close-consent-instruments-and-the-silent-instrument.md,48,2026-08-10
CONFIRMED,,docs/tasks/archive/2026-08-10-t509-t548-the-fallback-that-looks-right.md,55,2026-08-10
WITHDRAWN,,docs/tasks/archive/2026-08-10-t536-render-not-write.md,89,2026-08-10
FALSIFIED,,docs/tasks/archive/2026-08-10-t536-render-not-write.md,129,2026-08-10
FALSIFIED,,docs/tasks/archive/2026-08-10-t536-render-not-write.md,131,2026-08-10
FALSIFIED,T545,docs/tasks/archive/2026-08-10-t545-t529-envelope-and-pure-render.md,9,2026-08-10
FALSIFIED,,docs/tasks/archive/2026-08-10-t546-two-producers-one-field.md,9,2026-08-10
FALSIFIED,,docs/tasks/archive/2026-08-11-t528b-t570-t569-t568-a-falsified-extension-becomes-the-next-rule.md,10,2026-08-11
CONFIRMED,T570,docs/tasks/archive/2026-08-11-t528b-t570-t569-t568-a-falsified-extension-becomes-the-next-rule.md,56,2026-08-11
CONFIRMED,,docs/tasks/archive/2026-08-11-t551-t573-t499-t547-a-precondition-is-a-claim.md,39,2026-08-11
RATIFIED,T556,docs/tasks/archive/2026-08-11-t556-t567-t560-three-falsified-verifies.md,6,2026-08-11
FALSIFIED,,docs/tasks/archive/2026-08-11-t558-the-screen-that-stated-a-decision-nobody-made.md,4,2026-08-11
FALSIFIED,,docs/tasks/archive/2026-08-11-t571-t572-t557-t437e-the-question-was-legitimate.md,52,2026-08-11
ACCEPT,,docs/tasks/archive/2026-08-11-t574-a-ruling-about-a-site-is-not-a-ruling-about-the-row.md,64,2026-08-11
CONFIRMED,T574,docs/tasks/archive/2026-08-11-t576-t579-t577-t578-t550-a-comment-is-why-nobody-looked.md,66,2026-08-11
FALSIFIED,,docs/tasks/archive/2026-08-11-t576-t579-t577-t578-t550-a-comment-is-why-nobody-looked.md,81,2026-08-11
ACCEPT,,docs/tasks/archive/2026-08-11-t581-t549-a-returning-matcher-is-safe-until-the-first-composite.md,7,2026-08-11
ACCEPT,,docs/tasks/archive/2026-08-11-t582-t580-the-order-changes-with-the-vocabulary.md,6,2026-08-11
ACCEPT,,docs/tasks/archive/2026-08-11-t583-the-classifier-already-existed-and-its-twin-was-asymmetric.md,5,2026-08-11
FALSIFIED,,docs/tasks/archive/2026-08-11-t583-the-classifier-already-existed-and-its-twin-was-asymmetric.md,25,2026-08-11
ACCEPT,,docs/tasks/archive/2026-08-11-t584-the-red-demonstration-had-a-fuse-on-it.md,10,2026-08-11
ACCEPT,T416,docs/tasks/archive/2026-08-11-t584-the-red-demonstration-had-a-fuse-on-it.md,38,2026-08-11
ACCEPT,T416,docs/tasks/archive/2026-08-11-t584-the-red-demonstration-had-a-fuse-on-it.md,38,2026-08-11
ACCEPT,T311,docs/tasks/archive/2026-08-11-t584-the-red-demonstration-had-a-fuse-on-it.md,47,2026-08-11
ACCEPT,T587,docs/tasks/archive/2026-08-12-t586-the-normalizer-was-the-gate-and-the-third-sibling-was-dead.md,5,2026-08-12
ACCEPT,,docs/tasks/archive/2026-08-12-t587-absence-of-hits-is-not-absence-of-a-mechanism.md,4,2026-08-12
ACCEPT,,docs/tasks/archive/2026-08-13-t590-a-guard-keyed-on-status-cannot-protect-data.md,3,2026-08-13
ACCEPT,,docs/tasks/archive/2026-08-13-t594a-it-would-have-matched-is-not-it-would-have-fixed-it.md,3,2026-08-13
ACCEPT,,docs/tasks/archive/2026-08-13-t595-a-closed-project-keeps-status-active-and-that-is-the-slot.md,3,2026-08-13
FALSIFIED,,docs/tasks/archive/2026-08-13-t595-a-closed-project-keeps-status-active-and-that-is-the-slot.md,16,2026-08-13
ACCEPT,,docs/tasks/archive/2026-08-13-t596-the-instrument-lied-cleanly-and-the-known-answer-caught-it.md,3,2026-08-13
FALSIFIED,T327,docs/tasks/archive/2026-08-13-t596-the-instrument-lied-cleanly-and-the-known-answer-caught-it.md,22,2026-08-13
ACCEPT,,docs/tasks/archive/2026-08-13-t598-the-gantt-says-eight-and-draws-four.md,3,2026-08-13
ACCEPT,,docs/tasks/archive/2026-08-13-t601-two-independent-bugs-were-one-and-a-test-passed-because-of-it.md,3,2026-08-13
ACCEPT,,docs/tasks/archive/2026-08-13-t602-t600-t603-a-cognate-was-doing-the-work-of-a-contract.md,3,2026-08-13
FALSIFIED,,docs/tasks/archive/2026-08-13-t602-t600-t603-a-cognate-was-doing-the-work-of-a-contract.md,15,2026-08-13
CONFIRMED,,docs/tasks/archive/2026-08-14-t589-two-negative-controls-and-a-venv-nobody-named.md,23,2026-08-14
ACCEPT,,docs/tasks/archive/2026-08-14-t589-two-negative-controls-and-a-venv-nobody-named.md,99,2026-08-14
FALSIFIED,,docs/tasks/archive/2026-08-14-t618-t620-t624-the-diagnosis-was-right-and-the-remedy-was-wrong.md,31,2026-08-14
CONFIRMED,,docs/tasks/archive/2026-08-14-t618-t620-t624-the-diagnosis-was-right-and-the-remedy-was-wrong.md,31,2026-08-14
RATIFIED,,docs/tasks/archive/2026-08-14-t618-t620-t624-the-diagnosis-was-right-and-the-remedy-was-wrong.md,41,2026-08-14
CONFIRMED,,docs/tasks/archive/2026-08-14-t618-t620-t624-the-diagnosis-was-right-and-the-remedy-was-wrong.md,60,2026-08-14
FALSIFIED,,docs/tasks/archive/2026-08-14-t618-t620-t624-the-diagnosis-was-right-and-the-remedy-was-wrong.md,75,2026-08-14
ACCEPT,,docs/tasks/archive/2026-08-14-t619-t622-the-enumeration-corrected-the-ruling-that-ordered-it.md,36,2026-08-14
CONFIRMED,,docs/tasks/archive/2026-08-15-t626-t627-the-substrate-and-the-attribute-neither-visible-to-the-obvious-check.md,28,2026-08-15
FALSIFIED,,docs/tasks/archive/2026-08-15-t626-t627-the-substrate-and-the-attribute-neither-visible-to-the-obvious-check.md,52,2026-08-15
ACCEPT,T621,docs/tasks/archive/2026-08-15-t628-every-instrument-in-this-family-has-failed-by-reading-green.md,49,2026-08-15
CONFIRMED,,docs/tasks/archive/2026-08-15-t630-t632-t631-gate-1-answered-a-question-i-had-framed-wrong.md,55,2026-08-15
ACCEPT,,docs/tasks/archive/2026-08-16-t637-a-fixture-that-supplies-what-the-product-fails-to-derive.md,4,2026-08-16
FALSIFIED,T649,docs/tasks/archive/2026-08-16-t637-a-fixture-that-supplies-what-the-product-fails-to-derive.md,44,2026-08-16
RATIFIED,T478,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,140,2026-08-17
RATIFIED,T658,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,147,2026-08-17
CONFIRMED,T638,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,164,2026-08-17
CONFIRMED,,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,206,2026-08-17
ACCEPT,T637,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,250,2026-08-17
FALSIFIED,T532,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,260,2026-08-17
ACCEPT,T636,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,267,2026-08-17
RATIFIED,T642,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,317,2026-08-17
ACCEPT,,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,325,2026-08-17
FALSIFIED,T631,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,340,2026-08-17
RATIFIED,T628,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,351,2026-08-17
ACCEPT,T629,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,369,2026-08-17
ACCEPT,T629,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,369,2026-08-17
ACCEPT,T633,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,381,2026-08-17
ACCEPT,T636,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,383,2026-08-17
RATIFIED,,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,390,2026-08-17
ACCEPT,T622,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,414,2026-08-17
CONFIRMED,,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,430,2026-08-17
ACCEPT,T597,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,476,2026-08-17
ACCEPT,,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,478,2026-08-17
ACCEPT,T626,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,548,2026-08-17
ACCEPT,T590,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,599,2026-08-17
ACCEPT,T608,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,621,2026-08-17
ACCEPT,T608,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,621,2026-08-17
FALSIFIED,,docs/tasks/archive/2026-08-17-collapsed-dispatch-blocks.md,623,2026-08-17
ACCEPT,T636,docs/tasks/archive/2026-08-17-t636-t641-t649-t644-batch-anti-correlated-predicates-and-a-cross-environment-name-match.md,8,2026-08-17
CONFIRMED,,docs/tasks/archive/2026-08-17-t636-t641-t649-t644-batch-anti-correlated-predicates-and-a-cross-environment-name-match.md,9,2026-08-17
RATIFIED,T478,docs/tasks/archive/2026-08-17-t636-t641-t649-t644-batch-anti-correlated-predicates-and-a-cross-environment-name-match.md,63,2026-08-17
RATIFIED,,docs/tasks/archive/2026-08-17-t636-t641-t649-t644-batch-anti-correlated-predicates-and-a-cross-environment-name-match.md,71,2026-08-17
RATIFIED,,docs/tasks/archive/process-misses-log.md,13,
ACCEPT,T427e,docs/tasks/archive/process-misses-log.md,24,
ACCEPT,T427e,docs/tasks/archive/process-misses-log.md,24,
ACCEPT,T427e,docs/tasks/archive/process-misses-log.md,24,
ACCEPT,T427e,docs/tasks/archive/process-misses-log.md,24,
ACCEPT,T427e,docs/tasks/archive/process-misses-log.md,24,
RATIFIED,T427e,docs/tasks/archive/process-misses-log.md,24,
FALSIFIED,T330,docs/tasks/archive/process-misses-log.md,28,
ACCEPT,T220b,docs/tasks/archive/process-misses-log.md,42,
ACCEPT,T220b,docs/tasks/archive/process-misses-log.md,42,
ACCEPT,T220b,docs/tasks/archive/process-misses-log.md,42,
ACCEPT,T220b,docs/tasks/archive/process-misses-log.md,42,
ACCEPT,T220b,docs/tasks/archive/process-misses-log.md,42,
RATIFIED,T215a,docs/tasks/archive/process-misses-log.md,48,
RATIFIED,T229,docs/tasks/archive/process-misses-log.md,50,
RATIFIED,T229,docs/tasks/archive/process-misses-log.md,50,
ACCEPT,T218,docs/tasks/archive/process-misses-log.md,58,
FALSIFIED,T218,docs/tasks/archive/process-misses-log.md,58,
RATIFIED,T218,docs/tasks/archive/process-misses-log.md,58,
ACCEPT,T218,docs/tasks/archive/process-misses-log.md,60,
ACCEPT,T185,docs/tasks/archive/process-misses-log.md,62,
ACCEPT,T185,docs/tasks/archive/process-misses-log.md,62,
RATIFIED,T185,docs/tasks/archive/process-misses-log.md,62,
RATIFIED,T185,docs/tasks/archive/process-misses-log.md,62,
RATIFIED,T218,docs/tasks/archive/process-misses-log.md,72,
RATIFIED,T185,docs/tasks/archive/process-misses-log.md,74,
ACCEPT,T218,docs/tasks/archive/process-misses-log.md,76,
RATIFIED,T218,docs/tasks/archive/process-misses-log.md,76,
RATIFIED,T185,docs/tasks/archive/process-misses-log.md,78,
RATIFIED,T185,docs/tasks/archive/process-misses-log.md,78,
RATIFIED,T221,docs/tasks/archive/process-misses-log.md,80,
RATIFIED,T221,docs/tasks/archive/process-misses-log.md,80,
RATIFIED,T221,docs/tasks/archive/process-misses-log.md,80,
RATIFIED,T221,docs/tasks/archive/process-misses-log.md,81,
RATIFIED,T221,docs/tasks/archive/process-misses-log.md,81,
RATIFIED,T221,docs/tasks/archive/process-misses-log.md,81,
RATIFIED,,docs/tasks/archive/process-misses-log.md,82,
ACCEPT,,docs/tasks/archive/process-misses-log.md,83,
ACCEPT,T197b,docs/tasks/archive/process-misses-log.md,85,
ACCEPT,T197c,docs/tasks/archive/process-misses-log.md,86,
ACCEPT,T197f,docs/tasks/archive/process-misses-log.md,88,
RATIFIED,T185,docs/tasks/archive/process-misses-log.md,103,
RATIFIED,T185,docs/tasks/archive/process-misses-log.md,103,
RATIFIED,T217a,docs/tasks/archive/process-misses-log.md,107,
RATIFIED,T222,docs/tasks/archive/process-misses-log.md,110,
RATIFIED,T218,docs/tasks/archive/process-misses-log.md,112,
RATIFIED,T185,docs/tasks/archive/process-misses-log.md,113,
RATIFIED,,docs/tasks/archive/process-misses-log.md,117,
RATIFIED,,docs/tasks/archive/process-misses-log.md,117,
RATIFIED,T437e,docs/tasks/archive/process-misses-log.md,123,
RATIFIED,T437e,docs/tasks/archive/process-misses-log.md,123,
RATIFIED,T437e,docs/tasks/archive/process-misses-log.md,123,
ACCEPT,T442e,docs/tasks/archive/process-misses-log.md,125,
RATIFIED,T442e,docs/tasks/archive/process-misses-log.md,125,
RATIFIED,T466,docs/tasks/archive/process-misses-log.md,130,
RATIFIED,,docs/tasks/archive/process-misses-log.md,143,
RATIFIED,,docs/tasks/archive/process-misses-log.md,196,
RATIFIED,,docs/tasks/archive/process-misses-log.md,210,
RATIFIED,T519,docs/tasks/archive/process-misses-log.md,269,
RATIFIED,T14c,docs/tasks/archive/process-misses-log.md,273,
RATIFIED,T14c,docs/tasks/archive/process-misses-log.md,273,
RATIFIED,T14c,docs/tasks/archive/process-misses-log.md,273,
FALSIFIED,,docs/tasks/archive/process-misses-log.md,323,
CONFIRMED,T543,docs/tasks/archive/process-misses-log.md,346,
RATIFIED,,docs/tasks/archive/process-misses-log.md,493,
RATIFIED,T478,docs/tasks/archive/process-misses-log.md,610,
ACCEPT,,docs/tasks/current.md,15,
ACCEPT,T664,docs/tasks/current.md,19,
ACCEPT,T662a,docs/tasks/current.md,20,
ACCEPT,T661,docs/tasks/current.md,21,
ACCEPT,T682,docs/tasks/current.md,22,
ACCEPT,T670,docs/tasks/current.md,23,
FALSIFIED,T670,docs/tasks/current.md,23,
ACCEPT,T660,docs/tasks/current.md,24,
ACCEPT,T674,docs/tasks/current.md,25,
RATIFIED,,docs/tasks/current.md,30,
RATIFIED,T638,docs/tasks/current.md,62,
FALSIFIED,T680,docs/tasks/current.md,181,
CONFIRMED,T200c,docs/tasks/current.md,256,
RATIFIED,,docs/tasks/current.md,257,
FALSIFIED,,docs/tasks/current.md,269,
PROMOTED,T647,docs/tasks/current.md,295,
ACCEPT,,docs/tasks/current.md,328,
CONFIRMED,T666,docs/tasks/current.md,360,
CONFIRMED,T667,docs/tasks/current.md,403,
FALSIFIED,T666,docs/tasks/current.md,410,
CONFIRMED,T666,docs/tasks/current.md,411,
WITHDRAWN,T682,docs/tasks/current.md,459,
CONFIRMED,T653,docs/tasks/current.md,488,
RATIFIED,T443,docs/tasks/current.md,525,
FALSIFIED,,docs/tasks/current.md,542,
WITHDRAWN,T653,docs/tasks/current.md,544,
CONFIRMED,,docs/tasks/current.md,547,
RATIFIED,T682,docs/tasks/current.md,556,
FALSIFIED,,docs/tasks/current.md,578,
FALSIFIED,T662c,docs/tasks/current.md,580,
CONFIRMED,T671,docs/tasks/current.md,605,
FALSIFIED,,docs/tasks/current.md,620,
RATIFIED,,docs/tasks/current.md,649,
ACCEPT,,docs/tasks/current.md,655,
FALSIFIED,,docs/tasks/current.md,679,
WITHDRAWN,T680,docs/tasks/current.md,690,
ACCEPT,T672,docs/tasks/current.md,715,
RATIFIED,T631,docs/tasks/current.md,760,
PROMOTED,,docs/tasks/current.md,800,
ACCEPT,T636,docs/tasks/current.md,825,
FALSIFIED,T649,docs/tasks/current.md,835,
FALSIFIED,,docs/tasks/current.md,868,
ACCEPT,T636,docs/tasks/current.md,894,
CONFIRMED,T636,docs/tasks/current.md,894,
RATIFIED,,docs/tasks/current.md,916,
ACCEPT,T655,docs/tasks/current.md,971,
CONFIRMED,,docs/tasks/current.md,985,
ACCEPT,T656,docs/tasks/current.md,989,
FALSIFIED,,docs/tasks/current.md,990,
ACCEPT,T641,docs/tasks/current.md,995,
ACCEPT,T639,docs/tasks/current.md,1026,
CONFIRMED,,docs/tasks/current.md,1027,
ACCEPT,T650,docs/tasks/current.md,1036,
ACCEPT,,docs/tasks/current.md,1075,
RATIFIED,,docs/tasks/current.md,1076,
ACCEPT,T658,docs/tasks/current.md,1081,
CONFIRMED,T639,docs/tasks/current.md,1082,
RATIFIED,,docs/tasks/current.md,1096,
ACCEPT,,docs/tasks/current.md,1134,
ACCEPT,,docs/tasks/current.md,1135,
CONFIRMED,T640,docs/tasks/current.md,1137,
ACCEPT,T619,docs/tasks/current.md,1223,
RATIFIED,T386,docs/tasks/current.md,1227,
CONFIRMED,,docs/tasks/current.md,1245,
RATIFIED,,docs/tasks/current.md,1259,
WITHDRAWN,,docs/tasks/current.md,1290,
RATIFIED,T656,docs/tasks/current.md,1326,
RATIFIED,,docs/tasks/current.md,1370,
PROMOTED,T515,docs/tasks/current.md,1394,
FALSIFIED,,docs/tasks/current.md,1567,
CONFIRMED,,docs/tasks/current.md,1674,
FALSIFIED,T638,docs/tasks/current.md,1690,
CONFIRMED,,docs/tasks/current.md,1720,
FALSIFIED,T638,docs/tasks/current.md,1723,
FALSIFIED,,docs/tasks/current.md,1784,
RATIFIED,,docs/tasks/current.md,1835,
RATIFIED,,docs/tasks/current.md,1894,
RATIFIED,,docs/tasks/current.md,1895,
PROMOTED,,docs/tasks/current.md,1950,
RATIFIED,T643,docs/tasks/current.md,2023,
RATIFIED,,docs/tasks/current.md,2028,
RATIFIED,,docs/tasks/current.md,2028,
FALSIFIED,,docs/tasks/current.md,2151,
FALSIFIED,,docs/tasks/current.md,2172,
CONFIRMED,,docs/tasks/current.md,2172,
CONFIRMED,T146,docs/tasks/current.md,2218,
FALSIFIED,T532,docs/tasks/current.md,2230,
CONFIRMED,T504,docs/tasks/current.md,2467,
RATIFIED,,docs/tasks/current.md,2517,
RATIFIED,,docs/tasks/current.md,2523,
RATIFIED,,docs/tasks/current.md,2524,
RATIFIED,T211,docs/tasks/current.md,2525,
RATIFIED,,docs/tasks/current.md,2526,
ACCEPT,,docs/tasks/current.md,2550,
ACCEPT,,docs/tasks/current.md,2550,
RATIFIED,,docs/tasks/current.md,2550,
RATIFIED,T213,docs/tasks/current.md,2551,
RATIFIED,T213a,docs/tasks/current.md,2552,
RATIFIED,T221,docs/tasks/current.md,2553,
PROMOTED,T221,docs/tasks/current.md,2553,
RATIFIED,,docs/tasks/current.md,2554,
RATIFIED,,docs/tasks/current.md,2555,
RATIFIED,T185,docs/tasks/current.md,2573,
RATIFIED,T185,docs/tasks/current.md,2577,
RATIFIED,T185,docs/tasks/current.md,2577,
RATIFIED,T218,docs/tasks/current.md,2578,
RATIFIED,,docs/tasks/current.md,2580,
RATIFIED,T427e,docs/tasks/current.md,2581,
RATIFIED,,docs/tasks/current.md,2583,
RATIFIED,,docs/tasks/current.md,2584,
RATIFIED,,docs/tasks/current.md,2597,
RATIFIED,,docs/tasks/current.md,2601,
RATIFIED,T442c,docs/tasks/current.md,2603,
RATIFIED,T494b,docs/tasks/current.md,2627,
RATIFIED,T532,docs/tasks/current.md,2635,
ACCEPT,T474,docs/tasks/current.md,2654,
RATIFIED,T474,docs/tasks/current.md,2654,
RATIFIED,T442c,docs/tasks/current.md,2655,
RATIFIED,T451,docs/tasks/current.md,2656,
RATIFIED,T441,docs/tasks/current.md,2657,
RATIFIED,T441,docs/tasks/current.md,2657,
